Source,Summary
"[CLS] A police spokesman confirmed: ""Greater Manchester Police, with the support of the German authorities and the FBI, have arrested Toby Studabaker in Frankfurt, Germany."" [SEP] ""Greater Manchester Police, with the support of German authorities and the Federal Bureau of Investigation have now arrested Toby Studabaker in Frankfurt, Germany,"" a police spokeswoman said.",1
"[CLS] AutoAdvice is available as a one-year subscription at $400 per CPU, scaling from one to 50,000 CPUs. [SEP] SAN Architect will run approximately $2,400 while AutoAdvice is available with coverage from one to 50,000 CPUs.",0
"[CLS] It will be followed in November by a third movie, ""The Matrix Revolutions."" [SEP] The film is the second of a trilogy, which will wrap up in November with ""The Matrix Revolutions.""",1
"[CLS] South Asia follows, with 1.1 millions youths infected — 62 percent of them female. [SEP] Of the 1.1 million infected in south Asia, 62% are female.",1
"[CLS] ""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" Coke spokeswoman Sonya Soutus said. [SEP] ""We are very pleased that the court dismissed the vast majority of the plaintiff's claims,"" said Coke spokesman Ben Deutsch.",1
"[CLS] In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications. [SEP] Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.",1
[CLS] Many of the victims had been headed home for R&R or emergency leave when they were killed. [SEP] Many of the victims of Sunday's attack were headed out of Iraq for R&R or emergency leave.,0
"[CLS] As part of a 2001 agreement to extradite them from Canada, prosecutors agreed not to seek the death penalty. [SEP] As part of the agreement to extradite the two best friends from Canada, prosecutors agreed not to seek the death penalty for convictions.",1
"[CLS] Federal agent Bill Polychronopoulos said it was not known if the man, 30, would be charged. [SEP] Federal Agent Bill Polychronopoulos said last night the man involved in the Melbourne incident had been unarmed.",0
[CLS] Officials at Mortazavi's office and the judiciary declined to respond to Reuters' requests for comment on the accusations. [SEP] Judiciary officials did not immediately respond to Reuters' requests for comment on the criticism of Mortazavi's appointment.,0
[CLS] The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons. [SEP] Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons.,0
[CLS] Stanford (51-17) and Rice (57-12) will play for the national championship tonight. [SEP] Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.,1
"[CLS] However, prosecutors have declined to take criminal action against guards, though Fine said his inquiry is not finished. [SEP] Prosecutors have declined to take criminal action against corrections officers, although Fine said his inquiry was not finished.",1
"[CLS] From California, Bush flies to Japan on Thursday, followed by visits to the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24. [SEP] Besides Japan he will visit the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.",1
"[CLS] The plan, which Pataki has said is unconstitutional as written, would cost the state $5.1 billion over the next 30 years. [SEP] The plan would cost the state $170 million per year over the next 30 years.",0
"[CLS] ""For us, that doesn't make a difference - the sexual orientation,"" Archbishop Tutu said in the black urban centre of Soweto. [SEP] ""For us that doesn't make a difference, the sexual orientation,"" Tutu told Reuters Television in South Africa's sprawling Soweto township.",1
"[CLS] Mark Longabaugh, the league's vice president for political affairs, said that Kempthorne has ""shown a distinct contempt for environmental protection."" [SEP] Kempthorne has ''shown a distinct contempt for environmental protection,'' said Mark Longabaugh, the league's vice president for political affairs.",1
[CLS] A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night. [SEP] A spokesman at Strong Memorial Hospital said Doud was under evaluation Tuesday evening in the emergency room.,0
"[CLS] The Nasdaq Composite Index rose 19.67, or 1.3 percent, to 1523.71, its highest since June 18. [SEP] The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.",0
"[CLS] The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates. [SEP] The case decided Monday centered around an Illinois fund-raiser, Telemarketing Associates.",0
[CLS] The picture changes a bit should Sen. Hillary Rodham Clinton be the Democratic presidential candidate. [SEP] The picture changes slightly should New York Sen. Hillary Rodham Clinton end up as the Democratic presidential candidate.,1
[CLS] But she didn't say whether she'll certify the two-year $117.4 billion budget for 2004-05. [SEP] She said she didn't know yet whether she would certify the budget.,1
"[CLS] At midnight, Erika was about 90 miles east of Brownsville and moving toward the west at about 20 mph, with sustained winds near 70 mph. [SEP] Late Friday evening, forecasters said Erika was 130 miles east of Brownsville and tracking due west at 21 mph with sustained winds of about 70 mph.",1
"[CLS] We firmly believe we have an absolute right to use the common word 'spike' as the name of our network."" [SEP] We firmly believe that we have an absolute right to use the common word 'spike' to name our network.",1
"[CLS] Without comment, the court declined to hear suspended Alabama Chief Justice Roy Moore's appeals. [SEP] The defeat for suspended Alabama Chief Justice Roy Moore was expected.",0
[CLS] ISC and NASCAR officials declined to comment. [SEP] NASCAR officials could not be reached for comment Tuesday.,0
[CLS] Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message. [SEP] Microsoft has been awarded a patent on a popular instant-messaging feature that shows users when the person on the other end of the conversation is typing a message.,1
"[CLS] NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality. [SEP] NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.",1
"[CLS] Of 24 million phoned-in votes, 50.28 percent were for Studdard, putting him 130,000 votes ahead of Aiken. [SEP] Of the 24 million phone votes cast, Studdard was only 130,000 votes ahead of Aiken.",0
"[CLS] SARS has killed 296 people on China's mainland and infected more than 5,200. [SEP] Throughout China's mainland, the disease has killed 300 people and infected more than 5,270.",1
"[CLS] At 5 p.m. EDT, the center of Hurricane Fabian was located near latitude 15.7 north, longitude 45.2 west or about 1,075 miles east of the Lesser Antilles. [SEP] At 5 p.m. EDT, Grace's center was near latitude 25.6 north, longitude 93.7 west or about 280 miles east-southeast of Corpus Christi.",0
"[CLS] The Yankees, however, had big trouble handling Victor Zambrano (4-4) for the second straight time. [SEP] The Yankees wasted no time breaking through against Zambrano (4-4) in the rematch.",0
"[CLS] Shelley's office reported Friday that 575,926 signatures have been reported to him. [SEP] Shelley's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far.",0
[CLS] She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality. [SEP] She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality.,1
"[CLS] Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday. [SEP] Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.",0
"[CLS] ""And if there is a leak out of my administration,"" he added, ""I want to know who it is. [SEP] He added, ""There's just too many leaks in Washington, and if there is a leak out of my administration, I want to know who it is.",0
[CLS] Optima first registered www.optimatech.com with Network Solutions at the end of 1990. [SEP] Network Solutions returned the domain name back to Optima in 2001.,0
"[CLS] Powell recently changed the story, telling officers that Hoffa's body was buried at his former home, where the search was conducted Wednesday. [SEP] Powell changed the story earlier this year, telling officers that Hoffa's body was buried at his former home, where the aboveground pool now sits.",0
"[CLS] Mr. Soros branded Mr. Snow's policy shift a ""mistake."" [SEP] Soros criticised Snow's policy shift as a ""mistake"".",1
"[CLS] The legislation, which now goes to the full House, would amend the state's 1988 corporate takeover law. [SEP] The state House on Thursday approved legislation intended to clarify Michigan's corporate takeover law.",0
"[CLS] The Bush administration should make public the fact about Saudi Arabia's complicity with terrorists rather than worry about offending the kingdom, lawmakers said Sunday. [SEP] The Bush administration should make public facts about purported Saudi Arabian complicity with terrorists rather than worry about offending the kingdom, several legislators said yesterday.",1
"[CLS] He projected Vanderpool will be available within the next five years. [SEP] Products featuring Vanderpool will be released within five years, he said.",1
"[CLS] And because it is so far out in international water, salvage company Odyssey Marine Exploration does not have to share the wealth with coastal state governments. [SEP] It is so far out in international water that the finder Odyssey Marine Exploration, of Tampa, Fla., does not have to share the wealth with any governments.",1
"[CLS] The blue-chip Dow Jones industrial average .DJI edged down 28.08 points, or 0.3 percent, at 9,256.49. [SEP] The Dow Jones industrial average closed down 18.06, or 0.2 per cent, at 9266.51.",1
"[CLS] The WiFi potties were to be unveiled this summer, at music festivals in Britain. [SEP] The world's first portal potty was soon to be rolled out at summer festivals in Great Britain.",1
"[CLS] ""PNC regrets its involvement"" in the deals, Chairman and Chief Executive Officer James Rohr said in a statement. [SEP] James Rohr, chairman and chief executive officer, said PNC regretted the incident.",1
[CLS] It would have been the first time in Texas history that the comptroller had not certified the budget. [SEP] Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act.,1
[CLS] Teams of inspectors walked into a restricted area at one park without being stopped; others took pictures of sensitive areas without being challenged. [SEP] Teams of inspectors walked into a restricted area at one park without being stopped by employees; others took pictures of security-sensitive areas without anyone challenging them.,1
"[CLS] A former candidate for governor of New York, he styled himself an advocate of better corporate governance. [SEP] Mr. McCall, who ran unsuccessfully for governor of New York in 2002, styled himself an advocate of better corporate governance.",1
"[CLS] There is one drug on the market for macular degeneration, Visudyne, and it is approved for the treatment of only one subtype that represents a minority of cases. [SEP] There is only one drug on the market for macular degeneration, and it is approved to treat only one subtype that represents a minority of cases.",1
"[CLS] Although obesity can increase the risk of health problems, skeptics argue, so do smoking and high cholesterol. [SEP] Although obesity can increase the risk of a host of health problems, skeptics argue, so do smoking and high cholesterol, which are not considered diseases.",0
"[CLS] The New York Democrat and former first lady has said she will not run for the White House in 2004, but has not ruled out a race in later years. [SEP] The former first lady has said she will not run for the White House in 2004 but has not ruled out a race later on.",1
[CLS] He said the attackers left behind leaflets urging staff at the Ishtar Sheraton to stop working at the hotel and demanding U.S. forces leave Iraq. [SEP] He said the attackers left behind leaflets urging workers at the Ishtar Sheraton to stop working at the hotel.,0
"[CLS] Telemarketers who call listed numbers could face FCC fines of up to $120,000. [SEP] Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.",1
"[CLS] It doesnt appear the children struggled, Prowers County Coroner Joe Giadone said Saturday. [SEP] The cause of death is drowning, and the manner of death is homicide, Prowers County Coroner Joe Giadone said.",0
"[CLS] U.S. Wireless restated its financial results when fraud was uncovered, increasing its fiscal year 2000 loss to $17 million from $11 million. [SEP] After the fraud was discovered, San Ramon-based U.S. Wireless restated its financial results, increasing its fiscal year 2000 loss from $11.4 million to $17.7 million.",1
"[CLS] Senate President Pro Tempore Robert D. Garton, R-Columbus, said he spoke with Kernan not long before the oath of office ceremony. [SEP] Senate President Pro Tempore Robert D. Garton, R-Columbus, said he'll miss the governor's civility most.",0
[CLS] He had said before the meeting that he planned to urge Chinese officials to move quickly to adopt a more flexible currency system. [SEP] He has said he plans to urge Chinese officials during the G20 meeting to move more quickly to adopt a more flexible currency system.,1
"[CLS] Later in the day, however, a former Intel executive turned the tables in a speech where he blasted wireless as being too complicated and too difficult to install. [SEP] And Thursday, a former Intel exec blasted wireless as too insecure, too complicated, and too difficult to install.",1
"[CLS] ""We're still confident that Gephardt will get the lion's share of union support."" [SEP] Whether or not we get to the two-thirds, we're going to have the lion's share of union support.""",0
"[CLS] Nine years ago, they were married by a justice of the peace. [SEP] His wife, married to Moore by a justice of the peace, started planning her dream wedding.",0
"[CLS] The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation. [SEP] The report was found last week tucked inside a training manual that belonged to Hicks.",1
"[CLS] The Calgary woman, who is in her twenties, donated blood on Aug. 7. [SEP] The woman -- who has no symptoms of illness -- donated blood Aug. 7.",0
[CLS] The WHIMS study found that combination hormone therapy doubled the risk for probable dementia in women 65 and older and did not prevent mild cognitive impairment. [SEP] One study found that combination therapy doubled the risk of probable dementia and did not prevent less-severe mental decline.,1
"[CLS] Park rangers searched an abandoned lighthouse on Monomoy yesterday, but found no sign of them, said Stuart Smith, the Chatham harbormaster. [SEP] Park rangers searched an abandoned lighthouse on Monomoy yesterday afternoon, but there was no sign of the two women, said Chatham Harbormaster Stuart Smith.",1
"[CLS] The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months. [SEP] The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.",1
"[CLS] He was released on $3-million bail and immediately returned to Las Vegas, where he had been filming a video. [SEP] After posting $3 million bail, Jackson flew to Las Vegas, where he had been working on a video.",1
"[CLS] Cullen, 43, is charged with murdering a Catholic clergyman and attempting to kill another patient at Somerset Medical Center. [SEP] Cullen, 43, is charged with killing a Roman Catholic Church official and attempting to kill another patient at Somerset Medical Center in Somerville.",1
[CLS] Merrill neither admitted to nor denied wrongdoing in the accord. [SEP] Merrill Lynch did not admit to wrongdoing in the accord.,1
"[CLS] Moore was expected to be discharged from the hospital Thursday or Friday, according to Jackie Green, a spokeswoman for the show's press agent. [SEP] The English star was expected to be discharged from the hospital soon, said Jackie Green, a spokeswoman for the show's press agent.",1
[CLS] The United States has accused Iran of masking plans to make nuclear weapons behind a civilian nuclear programme. [SEP] The United States has repeatedly accused Iran of trying to develop nuclear weapons.,0
[CLS] He says information released about a tarot card left at one shooting scene may have prolonged the spree by cutting off fragile communications with the sniper. [SEP] He says the release of a tarot card left at a shooting scene may have prolonged the spree by cutting off fragile communications with the sniper.,1
"[CLS] Veritas will offer its File System, Volume Manager and Cluster Server software products on SUSE Enterprise Server in the first quarter next year. [SEP] Already in beta, Veritas' File System, Volume Manager and Cluster Server products for SuSE Enterprise Linux Server should drop into the hands of customers in early 2004.",1
"[CLS] However, Lapidus expects foreign brands' sales to be up 4 percent, driven by strong truck sales at Honda Motor Co. [SEP] Lapidus expects Ford to be down 5 percent, Chrysler down 10 percent and foreign brands up 4 percent driven by strong truck sales at Honda.",0
"[CLS] The Recording Industry Association of America says it plans to sue the song traders next month. [SEP] That is, if the Recording Industry Association of America has anything to say about it.",0
"[CLS] The only other person who had not been accounted for Sunday was a man from Fort Worth, Texas. [SEP] Another person, a man from Fort Worth, Texas, also was missing.",1
"[CLS] Dr. Sutherland, 65, was a co-founder of Evans & Sutherland, an early maker of high-performance computers. [SEP] Sutherland is the 65-year-old computing pioneer who co-founded Evans & Sutherland, which made high-performance graphics computers.",1
"[CLS] Data showed Italian business confidence slipped to its lowest level in 16 months in May, aiding rate cut expectations. [SEP] On Tuesday, figures also showed Italian business confidence slipped again in May to its lowest level in 16 months, doing nothing to discourage rate cut expectations.",1
[CLS] The settlement includes $4.1 million in attorneys' fees and expenses. [SEP] Plaintiffs' attorneys would get $4.1 million of the settlement.,1
[CLS] The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine. [SEP] The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,1
[CLS] The two powerful men also disagree about ethanol (sacred in Iowa) and authorizing oil and gas drilling in Alaska's wildlife refuge. [SEP] They also disagree over ethanol - sacred in Iowa - and on authorizing oil and gas drilling in Alaskas wildlife refuge.,1
"[CLS] Crohn's disease causes inflammation of the intestine and symptoms include diarrhea, pain, weight loss and tiredness. [SEP] Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness.",1
"[CLS] In 2002, spending on inpatient hospital care grew by 6.8 percent and the costs of outpatient hospital care rose by 14.6 percent, the study. [SEP] In 2002, spending on inpatient hospital care grew by 6.8 percent and that on outpatient hospital care by 14.6 percent.",1
"[CLS] Proving that the Millville son's sacrifice would not go unsung, Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days. [SEP] In Millville yesterday, Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days.",0
"[CLS] Glover said the killer used a ""peculiar slipknot"" on the ligature he used to strangle some of the victims. [SEP] Glover said the killer used a ``peculiar slipknot,'' including a coaxial cable and an extension cord, to strangle some of the victims.",0
"[CLS] The appeal came as NATO was preparing to the take command of the 5,000 strong International Security Assistance Force (ISAF) on Monday. [SEP] The North Atlantic Treaty Organisation on Monday assumes command of the 4.600-strong International Security Assistance Force (ISAF) which is helping with security and reconstruction in the Afghan capital.",0
"[CLS] ""So Sebastian did his best to convincingly confess to a crime that he didn't commit in order to survive,"" she told jurors. [SEP] ""Sebastian did his best to confess convincingly to a crime he didn't do in order to survive,"" Ms. Richardson declared.",1
"[CLS] Then they moved inside the mosque and started firing on the people,'' he told the Associated Press. [SEP] ""Then they moved inside the mosque and started firing on the people.""",1
"[CLS] The Democratic governor said the budget passed by the legislature May 9 would reduce or eliminate services to 5,800 developmentally disabled people. [SEP] The governor said budget cuts in mental health care would cut services to 5,800 developmentally disabled Missourians.",1
"[CLS] The value will total about $124 million, including convertible securities, according to Corel. [SEP] Including convertible securities, the total estimated value of the deal is $124 million, according to Corel.",1
"[CLS] Doud was shot in the shoulder and underwent surgery at Strong Memorial Hospital, where he was listed in satisfactory condition. [SEP] A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night.",0
"[CLS] About $250,000 worth of her jewelry was discovered last week at Kennedy International Airport, where it had up and disappeared before a flight to the BET Awards. [SEP] An estimated $250,000 worth of jewelry belonging to the hip-hop performer was recovered Friday at Kennedy Airport, where it had disappeared June 20.",1
"[CLS] The global death toll approached 770 with more than 8,300 people sickened since the SARS virus first appeared in southern China in November. [SEP] The global death toll is 770 with more than 8300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.",1
"[CLS] The stock closed Friday at $5.91, down $1.24, or 17 percent, on the Nasdaq Stock Market. [SEP] Shares of Brocade closed at $5.91, down $1.24, or 17.3 percent.",1
"[CLS] The broader Standard & Poor's 500 Index .SPX climbed 10 points, or 1.10 percent, to 943. [SEP] The Nasdaq Composite Index .IXIC jumped 43.64 points, or 2.89 percent, to 1,553.73.",0
"[CLS] Today, he will find out whether he is still in the running to buy back the U.S. entertainment business of troubled Vivendi Universal SA. [SEP] An investment group led by former Seagram Inc. boss Edgar Bronfman Jr. is still in the running to buy the U.S. entertainment assets of Vivendi Universal SA.",0
"[CLS] As of Friday, the U.S. Centers for Disease Control and Prevention reported 1,602 human cases of West Nile so far this year, including 28 deaths. [SEP] The Centers for Disease Control and Prevention reports there have been 1,602 human cases of West Nile virus nationwide this year and 28 deaths.",1
"[CLS] Prisoners were tortured and executed -- their ears and scalps severed for souvenirs. [SEP] They frequently tortured and shot prisoners, severing ears and scalps for souvenirs.",1
"[CLS] Connecticut Attorney General Richard Blumenthal said he would fight any extension of the cable's use. [SEP] Meanwhile, the Connecticut attorney general, Richard Blumenthal, said he was considering legal action against Mr. Abraham's order.",0
"[CLS] Agrawal said her research neither suggests nor indicates PCOS causes lesbianism, only that PCOS is more prevalent in lesbian women. [SEP] She continued: ""Our research neither suggests nor indicates that PCO/PCOS causes lesbianism, only that PCO/PCOS is more prevalent in lesbian women.",1
"[CLS] A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York, a federal defender in California said Friday. [SEP] A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York, a federal defender in California said Friday.",1
"[CLS] He said sales of grocery and other consumer packaged products are the strongest, but discretionary items are still weak. [SEP] Potter added that sales of grocery and other consumer packaged products are the strongest but sales of discretionary items such as decorative accessories are still weak.",1
"[CLS] We feel so strongly about this issue that we are suspending sales and distribution of SCOLinux until these issues are resolved,"" Sontag said. [SEP] We feel so strongly about this issue that we are suspending sales and distribution of SCO Linux until these issues are resolved.""",1
"[CLS] The upcoming second-quarter earnings season will be particularly important in offering investors guidance, they say. [SEP] They say second-quarter earnings reports will be key in giving investors that guidance.",1
"[CLS] Thirty-three of the 42 men had been arrested by Wednesday evening, said Daniel Bogden, U.S. attorney in Nevada. [SEP] Thirty-four of the men have been arrested and the others are being sought, US Attorney Daniel Bogden said yesterday.",0
"[CLS] Penn Traffic's stock closed at 36 cents per share on Wednesday on Nasdaq, up two cents. [SEP] Penn Traffic stock closed Wednesday at 36 cents, up 2 cents, or 6.2 percent, from Tuesday's close.",0
"[CLS] He left the army for Syria where he received religious training. [SEP] He moved to Syria, where he underwent further religious training in traditional Islamic beliefs.",0
"[CLS] If their circulatory systems are not properly separated, it could kill one or both of them, doctors have said. [SEP] But if their circulatory systems are not properly separated, it could kill them, doctors say.",1
"[CLS] But that amount would probably be impossible to pass in the Senate, where Republican moderates have refused to go above $350 billion. [SEP] Such an amount would probably be unable to summon a majority of the Senate, where Republican moderates have refused to go above $350 billion.",1
"[CLS] The truck was later found parked near the Tacoma Mall about three miles away. [SEP] The Sonoma was later found near the Tacoma Cemetery, south of the Tacoma Mall.",1
"[CLS] Abplanalp used plastic in a model that could be mass-produced, lowering the price per valve from 15 cents to 2 1/2 cents. [SEP] Mr. Abplanalp used plastic in a model that could be mass produced, lowering the price per valve, to 2 1/2 cents from 15 cents.",1
"[CLS] The market's broader gauges also posted big gains, having climbed higher for four consecutive weeks. [SEP] The broader market also retreated, having climbed higher for four consecutive weeks.",0
"[CLS] The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2. [SEP] To force a recall election of Davis, the valid signatures of 897,158 registered California voters must be turned in to election officials.",0
"[CLS] But in the first 30 seconds after Young entered the ring, the family knew it was an uneven match, Meyers said. [SEP] But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.",1
"[CLS] In Toronto, police said they arrested 38 people and reported 114 incidents, mostly for looting and other thefts. [SEP] Toronto police made 38 arrests linked to the blackout and reported 114 incidents, mostly for looting and other thefts, said Constable Mike Hayles.",1
"[CLS] King, brand-name writer, master of the horror story and e-book pioneer, is receiving this year's medal for Distinguished Contributions to American Letters. [SEP] Stephen King, master of the horror story and e-book pioneer, is receiving this year's medal for Distinguished Contributions to American Letters from the National Book Foundation.",1
[CLS] Milwaukee prosecutors charged a church minister with physical abuse in the death of an 8-year-old autistic boy who died during a healing service. [SEP] A church minister was charged yesterday in the death of an 8-year-old autistic boy who suffocated as church leaders tried to heal him at a storefront church.,1
"[CLS] Meanwhile, Lt. Gov. David Dewhurst alluded to an interparty political struggle: ""Sounds like the Republican primary started early this year."" [SEP] Lt. Gov. David Dewhurst suggested a political motive for the report, saying: ""It sounds like the Republican primary started early this year.""",1
"[CLS] Now, for the first time, those without Internet access can sign up with a single phone call. [SEP] Now, for the first time, those without Internet access can sign up by phone by making a single toll-free call to (888) 382-1222.",1
[CLS] The Ottoman Dignity will carry the oil to a Turkish refinery on the Aegean coast. [SEP] The cargo was to be taken to a Turkish refinery on the Aegean coast.,1
"[CLS] The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week. [SEP] The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.",0
"[CLS] Three Federal Reserve speakers and the Fed's anecdotal summary of U.S. economic conditions could help firm expectations. [SEP] At 1800 GMT, the Federal Reserve issues its Beige Book summary of U.S. economic conditions.",0
"[CLS] ""While many good people work in the telemarketing industry,"" Bush said in prepared remarks, ""the public is understandably losing patience with these unwanted phone calls, unwanted intrusions. [SEP] While he said ""many good people work in the telemarketing industry, the public is understandably losing patience with these unwanted phone calls, unwanted intrusions.",1
"[CLS] Hidalgo County Judge Ramon Garcia remembers how he and his friends used to have to sneak around the school yard to speak Spanish. [SEP] Hidalgo County Judge Ramon Garcia says when he was growing up, he wasn't allowed to speak Spanish at school.",1
[CLS] The study adds to the evidence that diet might affect a person's chances of developing the mind-robbing disease that affects 4 million Americans. [SEP] The research adds to the evidence that diet may affect a person's chances of developing the mind-robbing disease that afflicts more than four million North Americans.,1
"[CLS] He faces up to 10 years in prison and a $250,000 fine if convicted. [SEP] If convicted, Parson faces up to 10 years in federal prison and a fine of up to $250,000.",1
[CLS] County Judge Tim Harley declared a mistrial because the jury could not reach a verdict. [SEP] Judge Tim Harley declared a mistrial in the Adrian McPherson gambling trial today after the jury was unable to reach a verdict.,1
[CLS] Shaklee spokeswoman Jenifer Thompson said the company is continuing to work with authorities. [SEP] Shaklee spokeswoman Jenifer Thompson referred all calls to the FBI.,0
"[CLS] The delay comes on the heels of Boeing Chairman Phil Condit's resignation Monday. [SEP] On Monday, it also announced the resignation of Chairman and Chief Executive Officer Phil Condit.",0
"[CLS] Santa Clara-based Intel had sought the injunction, arguing that Hamidi was trespassing on its computer servers just as though he were intruding on private property. [SEP] A lower court had considered Hamidi to be trespassing on the Santa Clara-based chipmaker's servers, just as if somebody were squatting on a piece of physical private property.",1
"[CLS] WorldCom's accounting problems came to light early last year, and the company filed for bankruptcy in July 2002, citing massive accounting irregularities. [SEP] WorldCom's financial troubles came to light last year and the company subsequently filed for bankruptcy in July, 2002.",0
"[CLS] Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector. [SEP] After talks, Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry.",1
"[CLS] While dioxin levels in the environment were up last year, they have dropped by 75 percent since the 1970s, said Caswell. [SEP] The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s.",0
[CLS] Perry has called lawmakers into two special sessions to address congressional redistricting. [SEP] Perry has since called two special legislative sessions to try force the redistricting plan through.,1
"[CLS] The technology-laced Nasdaq Composite Index added 11.98 points, or 0.72 percent, to 1,680.42. [SEP] The broader Standard & Poor's 500 Index .SPX was off 1.07 points, or 0.11 percent, at 1,010.59.",0
"[CLS] The impact of these shortages, U.S. Energy Secretary Spencer Abraham warned yesterday, ""will touch virtually every American."" [SEP] The U.S. administration cranked up concerns of impending natural gas shortages yesterday, a supply crunch that officials said ""will touch virtually every American.""",0
"[CLS] At midday Saturday, automatic gunfire rattled windows in the Qadesiyah neighborhood, a largely Arab area that borders a Kurdish quarter. [SEP] Automatic gunfire rattled windows in the Qadesiya neighborhood at midday today, a largely Arab area that borders a Kurdish quarter.",1
"[CLS] Metropolitan Ambulance spokesman James Howe said five people were taken to hospital and three were treated at the scene after yesterday's incident. [SEP] Spokesman James Howe said five children aged between 4 and 17 were taken to hospital with neck and chest injuries, while three others were treated at the scene.",0
"[CLS] United hasn't set a starting date for the unit, known within the Chicago-based company as Starfish. [SEP] Starfish is United's second attempt at a low-cost unit within the larger company.",0
"[CLS] ""My judgment is 95 percent of that information should be declassified, become uncensored, so the American people would know."" [SEP] My judgment is 95 percent of that information could be declassified, become uncensored so the American people would know,"" Mr. Shelby said on NBC's ""Meet the Press.""",1
"[CLS] Nonetheless, the open-source guru insisted, ""This attack was wrong, and it was dangerous to our goals."" [SEP] ""This attack was wrong, and it was dangerous to our goals,"" Raymond said.",1
"[CLS] Both were declared dead about 6 p.m. at Brookdale University Hospital and Medical Center. [SEP] Both shooting victims were rushed to Brookdale University Hospital Medical Center, where they died a short time later.",0
"[CLS] The Dow Jones industrial average .DJI edged up 13.33 points, or 0.15 percent, to 9,196.55. [SEP] The Dow Jones industrial average <.DJI> was off 7.75 points, or 0.08 percent, at 9,175.47.",0
"[CLS] Her birthday, 21 April, was declared a public holiday and she attended a reception and a ball. [SEP] When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.",1
"[CLS] Zilkha and other shareholders, including Coastal founder Oscar Wyatt Jr., had called for Wise's firing for months. [SEP] Zilkha and other shareholders, including Coastal Corp. founder and vocal El Paso critic Oscar Wyatt Jr., had called for Wise's termination for months.",1
"[CLS] The agent reported his contacts to Texas Department of Public Safety and told officers another legislator, Rep. Gabi Canales, D-Alice, they sought also was in Ardmore. [SEP] The agent reported his contacts to Texas law enforcement officials and told them another legislator being sought was in Ardmore.",1
"[CLS] After their arrests, the men told investigators they paid to be smuggled into the United States from Canada last month. [SEP] After their arrests, sources said the men admitted they were smuggled into Washington state from Canada in July.",1
"[CLS] The final report on the investigation could take as long as a year, Engleman said at a news briefing. [SEP] Engleman said the final report on the investigation could take as long as a year.",1
