Source,Summary
[CLS] Ukrainian President Leonid Kuchma today cut short a visit to Latin America as a bitter border wrangle between Ukraine and Russia deteriorates further. [SEP] The dispute has led Ukrainian president Leonid Kuchma to cut short a state visit to Latin America.,1
"[CLS] The retailer said it came to the decision after hearing the opinions of customers and associates. [SEP] The decision came after ""listening to our customers and associates,"" Melissa Berryhill, a spokeswoman for Wal-Mart, said.",1
"[CLS] It indicates, Roberts said, ""that terrorists really don't care who they attack. [SEP] ""It also indicates the terrorists really don't care who they attack.""",1
"[CLS] Shares ended Wednesday at $6.83, up 2 cents. [SEP] Shares of Goodyear rose 2 cents on Wednesday and closed at $6.83.",0
"[CLS] It recommended that consideration be given to making the job of CIA director a career post instead of a political appointment. [SEP] It suggests that Congress consider making the CIA director a professional position, rather than a political appointment.",1
[CLS] The leader of Myanmar's National League for Democracy won a 1990 election by a landslide but was never allowed to govern. [SEP] Suu Kyi's National League for Democracy won a landslide election in 1990 but has never been allowed to govern.,1
"[CLS] U.S. Capitol Police Chief Terrance Gainer said the incident resulted from ""two staff members bringing in Halloween costumes."" [SEP] U.S. Capitol Police Chief Terrance Gainer said ``two staff members bringing in Halloween costumes'' were responsible.",1
[CLS] A panel of the 9th US Circuit Court of Appeals upheld California's assault weapons ban in a 2-1 ruling last December. [SEP] The December decision by the 9th U.S. Circuit Court of Appeals upheld California's law banning certain assault weapons and revived the national gun-ownership debate.,0
"[CLS] Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound. [SEP] Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.",1
"[CLS] U.S. Attorney Patrick Fitzgerald said the wholesalers were not to blame and were ""victims in this."" [SEP] U.S. Attorney Patrick Fitzgerald declined to name the wholesalers, whom he called ""victims in this.""",0
"[CLS] After hours of debate, the Senate passed the reform package 32-4. [SEP] The House passed the bill 87-26 after the Senate approved it, 32-4.",0
"[CLS] Fifty-seven percent were Hispanic, 10% were Asian, 7% were Black, 16% were Caucasian, and 10% were of other ethnicity. [SEP] Haskell said 57 percent were Hispanic, 10 percent Asian, 7 percent black and 16 percent white.",0
"[CLS] MGM, NBC and Liberty executives were not immediately available for comment. [SEP] A Microsoft spokesman was not immediately available to comment.",0
"[CLS] Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately. [SEP] Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury.",1
[CLS] ImClone Systems Inc. and Genentech Inc. led shares of U.S. biotechnology companies higher after medicines they are developing helped cancer patients in studies. [SEP] ImClone Systems and Genentech led shares of biotechnology companies higher yesterday after studies showed the medicines they are developing helped cancer patients.,1
"[CLS] The broader Standard & Poor's 500 Index edged up 1.01 points, or 0.1 percent, at 1,012.67. [SEP] But the technology-laced Nasdaq Composite Index was up 5.91 points, or 0.35 percent, at 1,674.35.",0
"[CLS] Blair himself took the reins of the Labour Party after its leader John Smith died of a heart attack in 1994. [SEP] Mr Blair became Labour leader in 1994 after the then leader, John Smith, died of a heart attack.",1
[CLS] Investigators conducted DNA tests on the stains and ran the results through a national DNA data base in August. [SEP] Investigators conducted DNA tests on the stains and ran the results through a national database last month.,1
"[CLS] Software developers use compilers to translate programming languages such as C++ into the language that can be read by a particular processor. [SEP] Software developers use compilers to translate a programming language, such as C++, into the machine language understood by the processor.",1
"[CLS] Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs. [SEP] Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.",0
[CLS] The findings appear in next Friday's Physical Review Letters. [SEP] The findings will be reported Friday in the journal Physical Review Letters.,1
"[CLS] Worldwide, the disease has now infected 6,727 people in 30 countries and caused 478 deaths. [SEP] The disease has infected 6,583 people in over two dozen countries, WHO said yesterday.",0
"[CLS] In Washington on Sunday, FBI spokesman John Iannarelli said the bureau will join the investigation in An-Najaf. [SEP] In Washington, FBI spokesman John Iannarelli said Sunday the bureau will provide forensic analysis of the wreckage.",0
"[CLS] The veteran rock group's four-disc DVD set, called Four Flicks and due Nov. 11 from TGA Entertainment, is expected to be one of the holiday season's top sellers. [SEP] The Stone's Four Flicks DVD, set to be released Nov. 11 from TGA Entertainment, is expected to be one of the holiday season's best sellers.",1
"[CLS] After their arrests, the men told investigators they paid to be smuggled into Blaine, Wash., from Canada last month, two sources said. [SEP] After their arrests, the men told investigators they paid to be smuggled into the United States from Canada last month.",1
[CLS] Bush also said he plans to meet with scientists and legal experts and will not make a determination on the bill for a few more weeks. [SEP] Bush said he plans to meet with scientists and legal experts and will not decide the bill's fate for a few more weeks.,1
"[CLS] The incubation period in cattle is four to five years, said Stephen Sundlof of the U.S. Food and Drug Administration. [SEP] The incubation period in cattle is four to five years, said Dr. Stephen Sundlof of the Food and Drug Administration (news - web sites).",1
"[CLS] Last year, he was forced to repay $3,000 in bar tabs that he and his staff incurred while he was labour minister but had originally billed to taxpayers. [SEP] Last year, Stockwell was forced to repay $3,000 in bar tabs that he and his staff rang up while he was labour minister.",0
"[CLS] University of Michigan President Mary Sue Coleman said in a statement on the university's Web site, ""Our fundamental values haven't changed. [SEP] ""Our fundamental values haven't changed,"" Mary Sue Coleman, president of the university, said in a statement in Ann Arbor.",1
"[CLS] ""In 1980, 6% of children aged six to 18 were overweight,"" he said. [SEP] From 1976 to 1980, it said, 6 percent of children ages 6 to 18 were overweight.",1
"[CLS] ""High-tech scam artists who think they can hijack the Internet should think again,"" Ashcroft said. [SEP] ""High-tech scam artists who think they can hijack the Internet should think again,"" said Assistant Attorney General Michael Chertoff of the Criminal Division.",0
"[CLS] It would remove $55 billion in tax subsidies for exporters, which are illegal under international trade law, in exchange for new tax breaks. [SEP] In exchange for new tax breaks, it would remove $55 billion of tax subsidies for exporters that are illegal under international trade law.",1
"[CLS] Lay had contended that turning over the documents would violate his Fifth Amendment right against self-incrimination. [SEP] Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.",1
"[CLS] Bremer will focus on the politics, Garner said, adding that he expects Bremer to arrive in Iraq by next week. [SEP] Bremer will focus on the politics and Garner on the rest of the reconstruction efforts, Garner said, adding that Bremer will arrive in Iraq by next week.",0
"[CLS] The technology-laced Nasdaq Composite Index .IXIC gave up 3.88 points, or 0.24 percent, to 1,644.76. [SEP] The broader Standard & Poor's 500 Index <.SPX> added 0.99 points, or 0.1 percent, at 995.69.",0
[CLS] The worst-affected area was South Kyongsang province where at least 15 people drowned and roads were swept away. [SEP] The worst affected area was South Kyeongsang province where at least 15 people drowned and roads were swept away in mud sides.,1
"[CLS] Hampton Township is just northeast of Bay City and about 100 miles from Bloomfield Township. [SEP] Hampton Township is located a few kilometers northeast of Bay City, near Michigan's Thumb.",0
"[CLS] Against the Japanese currency, the euro was at 135.92/6.04 yen against the late New York level of 136.03/14. [SEP] The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.",0
[CLS] Muhammad's trial began Oct. 14 in nearby Virginia Beach. [SEP] His trial was moved to Virginia Beach.,0
"[CLS] Gainers included Dow components AT&T, which rose $1.25 to $21.75, and General Motors, which rose 57 cents to $37.70. [SEP] Gainers included Dow components AT&T, which rose 77 cents to $21.27, and Johnson & Johnson, which increased 95 cents to $53.95.",0
[CLS] The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows. [SEP] France has a unique unemployment fund for artists that takes into account their downtime between shows.,0
[CLS] Three Southern politicians who ``stood up to ancient hatreds'' were honored Monday with Profile in Courage Awards from the John F. Kennedy Library and Museum. [SEP] Barnes is one of three politicians honored Monday by the John F. Kennedy Library and Museum with the Profile in Courage Award.,0
"[CLS] Excluding one-time items, the company enjoyed a profit of 6 cents a share. [SEP] Excluding one-time items, it expects profit of 11 cents to 15 cents a share.",0
"[CLS] His spokesman, Tom Parker, said Moore's attorneys would respond to the complaint Monday. [SEP] Parker said Moore's lawyers were reviewing the complaint and would respond Monday.",1
"[CLS] In May 2002, Malikah Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn for more than $20 million in damages after the MTA objected to their headdresses. [SEP] In May, Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn that seeks more than $20 million in damages, Hart said.",0
[CLS] Five 17-year-olds have been charged with robbery and impersonating a police officer. [SEP] All five suspects were charged with robbery and criminal impersonation of a police officer.,1
"[CLS] As he left court, McCartney cast one long angry glare at Amrozi, who almost hid behind his lawyer to the side. [SEP] As he left the court, McCartney cast a long, angry glare at Amrozi, who tried to hide behind his lawyer.",1
"[CLS] A representative for Phoenix-based U-Haul declined to comment on the case before the judge's opinion was released. [SEP] Anthony Citrano, a representative for WhenU, declined to comment on the case.",0
"[CLS] In that same time, the S&P and the Nasdaq have gained about 3.5 percent. [SEP] The Nasdaq composite gained 4.78 to 1,955.80, having edged up 0.1 percent last week.",0
[CLS] Earnings per share from recurring operations will be 13 cents to 14 cents. [SEP] That beat the company's April earnings forecast of 8 to 9 cents a share.,0
"[CLS] It reports a mailing list of 50,000 and support from about 500 congregations and 50 bishops. [SEP] The group has the support of about 215 churches and an estimated 25 bishops.",0
"[CLS] A recent poll showed Edwards with a narrow lead in South Carolina, and he plans a rally there later on Tuesday. [SEP] A recent poll showed Edwards in a virtual four-way tie at the top in South Carolina, and he plans a rally there later on Tuesday.",1
"[CLS] A search for three missing teenagers uncovered at least two bodies buried beneath freshly poured concrete in the basement of a house, authorities said Wednesday. [SEP] Authorities performed an autopsy Thursday on one of three bodies recovered from beneath a layer of freshly poured concrete in the basement of a northwest Indiana home.",0
"[CLS] Civilian reservists also could be sent overseas for jobs such as the reconstruction of Afghanistan and Iraq. [SEP] Civilian reservists also could be sent overseas for jobs such as reconstruction in Afghanistan and Iraq, working in positions from translator to truck driver.",0
[CLS] Mailblocks was founded five years after WebTV was acquired by Microsoft for $425 million. [SEP] WebTV was sold to Microsoft in 1997 for $425 million and today is called MSN TV.,0
[CLS] Microsoft fell 5 percent before the open to $27.45 from Thursday's close of $28.91. [SEP] Shares in Microsoft slipped 4.7 percent in after-hours trade to $27.54 from a Nasdaq close of $28.91.,0
"[CLS] These days, even death penalty proponents in the Legislature say they are solidly outnumbered by opponents. [SEP] These days, death-penalty backers in the legislature acknowledge that they are outnumbered.",1
"[CLS] We acted because we saw the existing evidence in a new light, through the prism of our experience on 11 September,"" Rumsfeld said. [SEP] Rather, the US acted because the administration saw ""existing evidence in a new light, through the prism of our experience on September 11"".",1
"[CLS] Dick is going to be there as long as Dick wants to be there,"" Reuters reports Langone as saying. [SEP] ""Dick is going to be there as long as Dick wants to be there.""",1
"[CLS] Stripping out the extraordinary items, fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year. [SEP] Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.",0
"[CLS] A promotional poster, complete with countdown dial, reminds readers of the upcoming release of ""Harry Potter and the Order of the Phoenix."" [SEP] The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix.""",0
"[CLS] At least 150 people are scheduled to testify at the hearings in Gaithersburg, Md., on Tuesday and Wednesday, with experts and activists lining up on each side. [SEP] At least 150 people are scheduled to testify at the hearings next week, with experts and activists lining up on both sides.",1
"[CLS] ""I´m very proud of the citizens of this state,"" Gov. John Baldacci said. [SEP] Im very proud of the citizens of this state, said Gov. John Baldacci, a casino foe.",0
"[CLS] In its quarter ended May 30, Adobe earned $64.25 million, or 27 cents a share. [SEP] That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share.",0
"[CLS] ""City-grown pollution, and ozone in particular, is tougher on country trees,"" says Cornell University ecologist Jillian Gregg. [SEP] ""I know this sounds counterintuitive, but it's true: City-grown pollution -- and ozone in particular -- is tougher on country trees,"" U.S. ecologist Jillian Gregg said.",0
"[CLS] Thus far, Stewart's company appears ready to stand behind her. [SEP] For now, the company's management appears to be standing behind Stewart.",1
"[CLS] ""September and third-quarter data confirm that demand in the global semiconductor market is rising briskly,"" George Scalise, the SIA's president, said in the statement. [SEP] ""September and third quarter data confirm that demand in the global semiconductor market is rising briskly,"" stated SIA President George Scalise, in a statement.",1
[CLS] State health officials said Monday a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals. [SEP] Health officials confirmed Tuesday that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.,0
"[CLS] In the year-ago quarter, the steelmaker recorded a profit of $16.2 million, or 15 cents per share, on sales of $1.14 billion. [SEP] In the second quarter last year, AK Steel reported a profit of $16.2 million, or 15 cents a share.",0
"[CLS] RT Jones analyst Juli Niemann said Grant was ""the one we were all pulling for. [SEP] He has a very good reputation,"" RT Jones analyst Juli Niemann said of Grant.",0
"[CLS] The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes. [SEP] The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.",0
"[CLS] The Russell 2000 index, the barometer of smaller company stocks, fell 2.52 to 410.23. [SEP] The Russell 2000 index, which tracks smaller company stocks, fell 1.40, or 0.3 percent, to 408.83.",1
[CLS] The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale. [SEP] The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed.,0
"[CLS] She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena. [SEP] Jane Doe, deciding to fight the subpoena, asked Verizon to withhold her name.",1
"[CLS] ""He died doing something he loved,"" William Dusenbery, Sr., who lives in Fairview Heights, just outside St. Louis, Mo. [SEP] ""He died doing something he loved, which was flying his helicopters,"" said the father, who lives in Fairview Heights, just outside St. Louis, Mo.",1
"[CLS] The company's operating loss rose 59 percent to $73 million, from $46 million a year earlier. [SEP] Operating revenue fell 4.5 percent to $2.3 billion from a year earlier.",0
"[CLS] Mr. Malik assured him that he would be considered a martyr if he did not return, the witness testified. [SEP] Mr. Malik assured him that he would be considered a martyr if anything happened to him as a result of his trip, the witness said.",1
"[CLS] Ratliff's daughters, Margaret and Martha Ratliff, were adopted by Peterson after their mother's death. [SEP] Peterson helped raise Ratliff's two daughters, Margaret and Martha Ratliff, who supported him throughout the trial.",0
"[CLS] A Commerce spokesman issued a brief statement late Friday, noting that the task force ""evaluated regions of the world that are vital to global energy supply."" [SEP] ""The energy task force evaluated regions of the world that are vital to global energy supply,"" the statement said.",1
"[CLS] Ballmer has been vocal in the past warning that Linux is a threat to Microsoft. [SEP] In the memo, Ballmer reiterated the open-source threat to Microsoft.",0
"[CLS] Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy. [SEP] Davey started attending Northwest College, which is affiliated with the Assemblies of God, in 1999 with plans to become a minister.",0
"[CLS] Southwest exercised nine 2004 options and six 2005 options, which were accelerated for delivery next year. [SEP] Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year.",0
"[CLS] The news service reports wages among all nongovernment workers rose an average 2.7 percent from July 2002 through June 2003, according to the Bureau of Labor Statistics. [SEP] According to the Bureau of Labor Statistics, wages among all nongovernment workers rose an average 2.7 percent from July 2002 through June 2003.",1
"[CLS] I thought things went a bit overboard but I prefer to leave it on the field,"" Sarwan said. [SEP] ""A lot of things (were said), but I'd prefer to leave it on the field,"" he said.",0
"[CLS] The broader Standard & Poor's 500 Index .SPX eased 7.57 points, or 0.76 percent, at 990.94. [SEP] The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.",0
"[CLS] ""I don't think my brain is going to go dead this afternoon or next week,"" he said. [SEP] In a conference call yesterday, he said, ""I don't think that my brain is going to go dead this afternoon or next week.""",1
"[CLS] Former Secretary of State Bill Jones has also expressed interest in the race but has not yet announced plans. [SEP] Former Secretary of State Bill Jones, another potential major candidate, had not divulged his plans Tuesday.",1
"[CLS] Cooper, the boy's mother, started coming to the church about three months ago after she met a parishioner at a doctor's office, Hemphill said. [SEP] The boy's mother, Patricia Cooper, started coming to the church about three months ago after she met one of its members at a doctor's office, Hemphill said.",1
"[CLS] Under Kansas law, it is illegal for children under the age of 16 to have sexual relations. [SEP] In the opinion, Kline noted that it is illegal for children that young to have sexual relations.",1
"[CLS] All three had criminal records for stealing cattle, the statement said. [SEP] It said they all had criminal records for stealing cattle and Lamas was twice imprisoned for armed robbery.",0
"[CLS] Dave Tomlin, assistant general counsel of The A.P., said his organization was still deciding whether to appeal. [SEP] Dave Tomlin, AP's assistant general counsel, said the parties are deciding whether to appeal the order.",1
[CLS] Market sentiment was subdued after International Business Machines Inc. IBM.N said U.S. securities regulators were investigating the accounting of the world's largest computer company. [SEP] Market sentiment was also cautious after International Business Machines Inc. IBM.N said that federal securities regulators had begun an investigating into its accounting.,1
"[CLS] Legislation making it harder for consumers to erase their debts in bankruptcy court won overwhelming House approval in March. [SEP] Legislation making it harder for consumers to erase their debts in bankruptcy court won speedy, House approval in March and was endorsed by the White House.",0
"[CLS] But the Russell 2000 index, the barometer of smaller company stocks, had a weekly gain of 3.71, or 0.9 percent, closing at 418.40. [SEP] But the Russell 2000, the barometer of stocks of smaller companies, had a weekly gain of 3.71, or 0.9 percent, closing at 418.40.",1
[CLS] Mason said al-Amoudi was arrested at Dulles International Airport on Sunday as he came into the country. [SEP] Al-Amoudi was arrested at Dulles International Airport after arriving on a British Airways flight from London.,1
[CLS] The Institute for Supply Management said its manufacturing index stood at 53.7 in September. [SEP] The Institute for Supply Management's manufacturing index dipped to 53.7 from 54.7 in August.,0
"[CLS] A $5 billion dollar-denominated portion has seen about $19 billion of bids, investors said. [SEP] A $5 billion dollar-denominated portion from GM drew about $21 billion of bids, an analyst looking at the deal said.",1
"[CLS] In court, she briefly waved to courtroom sketch artists seated in the jury box and quietly made notes in a spiral-bound notebook. [SEP] Stewart waved to courtroom sketch artists seated in the jury box and took notes in a spiral-bound notebook during the hearing.",1
[CLS] Vaccine makers have been thrust in the limelight following government programmes to encourage wider vaccination and fears of biological attacks on civilian and military targets. [SEP] Vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks.,1
[CLS] Doctors have speculated that estrogen protects against cell damage and improves blood flow. [SEP] Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.,1
"[CLS] Saddam's other son, Odai, surrendered Friday, but the Americans are keeping it quiet because he's a U.S. agent. [SEP] Hussein's other son, Uday, surrendered yesterday, but the Americans are keeping it quiet because he's a US agent.",1
"[CLS] He has also directed ""The Flintstones,"" ""Beethoven,"" and ""Jingle All The Way."" [SEP] Levant's other credits include ""The Flintstones,"" ""Jingle All the Way"" and ""Beethoven.""",1
"[CLS] The report confirmed the ACLU's view that the civil liberties and rights of immigrants ""were trampled in the aftermath of 9/11,"" said Romero. [SEP] The inspector general's findings confirm our long-held view that civil liberties and the rights of immigrants were trampled in the aftermath of 9/11.""",1
"[CLS] The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling. [SEP] The other, much less likely semifinal will match seventh-seeded Guillermo Coria of Argentina against the unseeded Dutchman Martin Verkerk.",0
"[CLS] Customers include Mitsubishi, Siemens, DBTel, Dell, HP, Palm, Philips, Sharp, and Sony. [SEP] MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.",1
"[CLS] CAPPS II will not use bank records, records indicating creditworthiness or medical records."" [SEP] CAPPS II will not use bank records, credit records, or medical records, according to Loy and Kelly.",1
"[CLS] In September, a 27-year-old Singapore researcher contracted SARS while working in a laboratory. [SEP] In a case in August, a 27-year-old laboratory worker in Singapore developed SARS.",1
"[CLS] I was surprised it turned out me talking and the president just listening. [SEP] ""I was surprised it turned out me talking and the president just listening . . . It was mostly a monologue.""",1
[CLS] The March downturn was the only break in what has been broad growth in services for the past 15 months. [SEP] A downturn in services activity in March was the only break in what has been broad growth in services for the past 15 months.,1
"[CLS] Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal. [SEP] An attorney for plaintiff schoolchildren said he plans to appeal.",1
[CLS] The case had consolidated numerous class action suits filed against Rambus in 2001. [SEP] The case consolidated multiple purported class actions filed in 2001.,1
"[CLS] ""With the target funds rate at 1 percent, substantial further conventional easings could be implemented if the FOMC judged such policy actions warranted,"" he said. [SEP] Furthermore, with the target fed funds rate at 1 percent, ""substantial further conventional easings could be implemented if the FOMC judged such policy actions warranted.""",1
"[CLS] The teen was in critical condition with life-threatening wounds, police said in a news release. [SEP] The teen was in critical condition at Sacred Heart Medical Center, police said in a news release.",0
[CLS] Among the proposals is one for Zimbabwe to have the opportunity to rejoin the 54-member body before the next CHOGM meeting in two years. [SEP] Among the proposals being considered is for Zimbabwe to have the opportunity to rejoin the 54-member body before the next Commonwealth Heads of Government meeting in two years.,1
"[CLS] For the week ended June 15, a total of 28.2 million DVDs were rented in the United States, compared with 27.3 million VHS cassettes. [SEP] The Video Software Dealers Association said 28.2 million DVDs were rented out last week, compared to 27.3 million VHS cassettes.",1
[CLS] Rep. Dennis Kucinich of Ohio is expected to raise more than $1 million. [SEP] Ohio Rep. Dennis Kucinich passed $1 million last week and was still counting money.,1
"[CLS] Feral's group was behind a successful tourism boycott about a decade ago that resulted in then-Gov. Walter J. Hickel imposing a moratorium on wolf control in 1992. [SEP] Friends of Animals, which touts 200,000 members, was behind a successful tourism boycott that resulted in then-Gov. Walter J. Hickel imposing a moratorium on wolf control in 1992.",1
"[CLS] Wal-Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street's modest expectations. [SEP] Wal- Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. posted May sales that fell below Wall Street's modest expectations.",1
"[CLS] The S&P/TSX composite rose 87.74 points on the week, while the TSX Venture Exchange composite gained 44.49 points. [SEP] On the week, the Dow Jones industrial average rose 11.56 points, while the Nasdaq Stock Market gained 39.42 points.",0
"[CLS] Also in Mosul, rebel gunmen on Friday assassinated a Sunni Muslim tribal leader who backed the coalition. [SEP] Near a mosque in the northern town of Mosul, rebel gunmen also assassinated a Sunni Muslim tribal leader who backed the coalition.",1
"[CLS] Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89. [SEP] McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.",1
"[CLS] BaFin and the head of the principal finance group, Robin Saunders, were not immediately available to comment. [SEP] BaFin, Germany's chief financial regulator, and the prosecutor's office were not immediately available for comment.",0
"[CLS] As of Wednesday, there were 65 probable SARS cases in the Toronto region. [SEP] As of Monday, there were 66 probable cases in and around Toronto, a city of 4 million people.",1
"[CLS] About two decades ago, U.S. District Court Judge Walter Rice and others decided to protect and polish what remained. [SEP] Then, about two decades ago, U.S. District Court Judge Walter Rice, the Aviation Trail group and others made a decision to protect and polish what remained.",1
[CLS] The FBI is trying to determine when White House officials and members of the vice president’s staff first focused on Wilson and learned about his wife’s employment at the agency. [SEP] The FBI is trying to determine when White House officials and members of the vice president's staff focused on Wilson and learned about his wife's employment.,1
"[CLS] Russin did not comment; his lawyer did not attend the hearing and did not return phone messages. [SEP] His lawyer, a cousin, Basil Russin, did not attend the hearing and did not return phone messages.",0
"[CLS] The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine. [SEP] TNK-BP has six oil producing units, five refineries and 2,100 filling stations.",0
"[CLS] In addition, it offered the United States and Israel a way to work around Mr. Arafat. [SEP] When the prime minister's position was established in the spring, it offered the United States and Israel a way to work around Arafat.",0
"[CLS] ""The public is understandably losing patience with these unwanted phone calls, unwanted intrusions,"" he said at a White House ceremony. [SEP] ""While many good people work in the telemarketing industry, the public is understandably losing patience with these unwanted phone calls, unwanted intrusions,"" Mr. Bush said.",0
"[CLS] ""It appears from our initial report that this was a textbook landing considering the circumstances,"" Burke said. [SEP] Said Mr. Burke: ""It was a textbook landing considering the circumstances.""",0
[CLS] Nterprise Linux Services is expected to be available before then end of this year. [SEP] Beta versions of Nterprise Linux Services are expected to be available on certain HP ProLiant servers in July.,0
"[CLS] The Commerce ruling Tuesday will impose a 44.71 percent tariff on dynamic random access memory semiconductors (DRAMS) made by Hynix Semiconductor Inc. [SEP] The Commerce Department imposed a 44.71 percent tariff on dynamic random access memory semiconductors, or DRAMS, made by Hynix Semiconductor Inc.",1
"[CLS] At 11:30 a.m., Edmund Hillary of New Zealand and Tenzing Norgay Sherpa of Nepal reached the summit. [SEP] Sherpa Tenzing Norgay, who reached the summit with Sir Edmund, died in 1986.",0
"[CLS] On the cell's surface, the foreign components are recognised by other cells that then realise it is infected and kill it. [SEP] The foreign bits are recognized by other cells that realize it is infected and kill it.",1
"[CLS] The final round of the bee will be broadcast on ESPN at 1 p.m. Thursday. [SEP] At least 80 will make it to Thursday's final rounds of competition, which will be broadcast on ESPN.",0
[CLS] The findings were reported online in the June 1 edition of scientific journal Nature Medicine. [SEP] The findings are published in today's edition of the journal Nature Medicine.,1
"[CLS] In a statement later, he said it appeared his side had fallen a bit short. [SEP] Zilkha conceded in a statement issued Tuesday that his group may have fallen ""a bit short.""",1
"[CLS] Sobig.F became one of the most widespread viruses ever, crippling corporate e-mail networks and filling home users' inboxes with a glut of messages. [SEP] Since surfacing late Monday, Sobig.F has been crippling corporate e-mail networks and filling home users' inboxes with a glut of messages.",1
[CLS] The industry censor forbade the sexual innuendo contained in the play and would not allow the characters to sleep together. [SEP] The industry censor forbade the sexual innuendo of the play and would not allow Ewell's character to sleep with Monroe's.,1
"[CLS] The government said FirstEnergy Nuclear determined that a contractor had established an unprotected high-speed computer connection to its corporate network that allowed the ""Slammer"" infection to spread internally. [SEP] It said FirstEnergy determined that a contractor had established an unprotected computer connection to its corporate network that allowed the so-called ``Slammer'' worm to spread internally.",1
"[CLS] Still, revenues from the extra premiums would not be huge. [SEP] How would the extra premiums be collected?",0
"[CLS] At his sentencing, Avants had tubes in his nose and a portable oxygen tank beside him. [SEP] Avants, wearing a light brown jumpsuit, had tubes in his nose and a portable oxygen tank beside him.",1
[CLS] Media moguls jostled for position as the deadline for bids for Vivendi Universal's U.S. entertainment empire neared on Monday in an auction of some of Hollywood's best-known assets. [SEP] Media giant Vivendi Universal has given itself two weeks to sift through offers for its U.S. entertainment empire in a multi-billion dollar auction of some of Hollywood's best-known assets.,1
"[CLS] Continuing the record-setting pace of recent years, personal bankruptcies rose 7.8 percent in the 12 months ending Sept. 30, the Administrative Office of the U.S. Courts said Friday. [SEP] The record-setting pace of new personal bankruptcies continued in the 12 months ending Sept. 30, with their number rising 7.8 percent, according to data released Friday.",1
"[CLS] ""Instead of pursuing the most imminent and real threats – international terrorism – this Bush administration chose to settle old scores,"" Mr. Graham said. [SEP] ""Instead of pursuing the most imminent and real threats - international terrorists,"" Graham said, ""this Bush administration chose to settle old scores.""",1
"[CLS] Both devices use version 5.2 of the Palm operating system and feature a new design, which resembles a miniature notebook with a screen that swivels around 180 degrees. [SEP] Both devices use Palm OS 5.2 and feature a completely new form factor that resembles a miniature notebook with a screen that swivels 180 degrees.",1
[CLS] The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis. [SEP] The MDC called the week-long protest to urge Mugabe either to resign or to negotiate a settlement of the crisis gripping the country.,1
[CLS] Yucaipa owned Dominick's before selling the chain to Safeway in 1998 for $2.5 billion. [SEP] Yucaipa bought Dominick's in 1995 for $693 million and sold it to Safeway for $1.8 billion in 1998.,0
"[CLS] ""This is a cloud hanging over their credibility, their word,"" said Hagel. [SEP] ""This is a cloud hanging over their credibility, their word,"" Hagel said on ABC's ""This Week.""",1
"[CLS] ""It just seems like all the issues that we support, he doesn't,"" said Gabriela Lemus of LULAC. [SEP] ""It just seems like all the issues that we support he doesn't,"" said Gabriela Lemus, the league's director of policy and legislation.",1
