Source,Summary
"[CLS] In two weeks, he'll probably send out Peace Rules in the Preakness. [SEP] Frankel said Peace Rules will run in the Preakness Stakes on May 17.",1
"[CLS] By state law, 911 calls are not public information and were not released. [SEP] By law, 911 calls are not public information in Rhode Island.",0
"[CLS] He added International Business Machines Corp.'s (IBM) endorsement of Linux has ""added credibility and an illusion of support and accountability."" [SEP] Complicating the situation, he continued, are companies, like IBM, whose support of Linux ""has added credibility and an illusion of support and accountability.""",1
"[CLS] French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh on Wednesday. [SEP] The French Foreign Minister, Dominique de Villepin, is also expected to attend.",1
"[CLS] Ryan Harvey, an outfielder from Dunedin High School in Florida, was selected with the sixth pick by the Chicago Cubs. [SEP] Ryan Harvey, a high school outfielder from Florida, was chosen sixth by the Cubs.",1
"[CLS] ""Michael is innocent,"" Jackson's mother, Katherine, said in a written statement. [SEP] ""Michael Jackson is unequivocally and absolutely innocent of these charges,"" Geragos said.",0
[CLS] One man died and 15 others were hospitalized after drinking tainted coffee following the April 27 worship service at Gustaf Adolph Lutheran Church in New Sweden. [SEP] The victims drank tainted coffee after the April 27 worship service at Gustaf Adolph Lutheran Church in New Sweden.,0
"[CLS] Mr Abbas said: ""Every day without an agreement is an opportunity that was lost. [SEP] His Palestinian counterpart, Mahmoud Abbas, replied that ""every day without an agreement is an opportunity that was lost.",1
"[CLS] I have no doubt whatever that the evidence of Iraqi weapons of mass destruction will be there. [SEP] ""I have said throughout ... I have absolutely no doubt about the existence of weapons of mass destruction.",1
"[CLS] For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier. [SEP] The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.",1
"[CLS] Sixteen days later, as superheated air from the shuttle's reentry rushed into the damaged wing, ""there was no possibility for crew survival,"" the board said. [SEP] Sixteen days later, as superheated air from the shuttle’s re-entry rushed into the damaged wing, ‘‘there was no possibility for crew survival,’’ the board said.",1
"[CLS] Mr Berlusconi is accused of bribing judges to influence the sale of the state-controlled SME food company in 1985. [SEP] Mr Berlusconi is accused of bribing judges to influence a takeover battle in the 1980s involving SME, a state-owned food company.",1
"[CLS] He says that ""this is a time when we priests need to be renewing our pledge to celibacy, not questioning it. [SEP] ""This is the time we priests need to be renewing our pledge to celibacy, not questioning it,"" he wrote.",1
[CLS] Their election increases the board from seven people to nine. [SEP] Their appointments increase Berkshire's board to nine from seven members.,1
"[CLS] Five more human cases of West Nile virus, were reported by the Mesa County Health Department on Wednesday. [SEP] As of this week, 103 human West Nile cases in 45 counties had been reported to the health department.",0
"[CLS] Mills affected by Thursdays announcement are sawmills in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash. [SEP] They are located in Grande Cache, Alta., Carrot River, Sask., Chapleau, Ont., and Aberdeen, Wash.",1
"[CLS] Earlier, they had defied a police order and cried ""Allahu Akbar"" (God is Greatest) as Bashir walked to his seat in the tightly guarded courtroom. [SEP] Earlier, Bashir's supporters had defied a police order and cried ""Allahu Akbar (God is Greatest)"" as he walked to his seat.",1
"[CLS] From Broadway comedies like ""The Seven Year Itch"" (1952), ""Will Success Spoil Rock Hunter?"" [SEP] Playwright George Axelrod, who anticipated the sexual revolution with The Seven Year Itch and Will Success Spoil Rock Hunter?",0
"[CLS] Massachusetts is one of 12 states that does not have the death penalty, having abolished capital punishment in 1984. [SEP] Massachusetts is one of 12 states without the death penalty, having abolished it in 1984.",1
"[CLS] The trial, featuring 125 witnesses, could continue until the start of 2004. [SEP] The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.",1
"[CLS] BREAST cancer cases in the UK have hit an all-time high with more than 40,000 women diagnosed with the disease each year, Cancer Re-search UK revealed yesterday. [SEP] Cases of breast cancer in Britain have reached a record high, with the number of women diagnosed with the disease passing the 40,000 mark for the first time.",1
"[CLS] But while Microsoft's share of the low-end server software market has increased since the EU's investigation started five years ago, the firm has denied anti-competitive practices are to blame. [SEP] Microsoft's share of the low-end server software market has increased since the probe started five years ago, but the firm denied anti-competitive practices were the reason for this.",1
"[CLS] November 17's last victim was British defence attache Stephen Saunders, who was shot on an Athens road in June 2000. [SEP] November 17's last victim was British defense attache Stephen Saunders, who was shot and killed at point-blank range on a busy Athens road in June 2000.",1
"[CLS] Although Prempro pills were used in the study, the researchers said they had no evidence that other brands were safer. [SEP] Athough Prempro pills were used in the study, the researchers say they have no evidence that other brands are safer.",1
"[CLS] A BMI of 25 or above is considered overweight; 30 or above is considered obese. [SEP] A BMI between 18.5 and 24.9 is considered normal, over 25 is considered overweight and 30 or greater is defined as obese.",0
"[CLS] A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York, a federal defender in California said Friday. [SEP] SACRAMENTO A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York, a federal defender in California said Friday.",1
"[CLS] Shares of Berkeley, California-based Xoma dropped $1.49 or 27 percent, to $4 in Instinet trading. [SEP] Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market.",0
"[CLS] Thirty-seven per cent of CEOs who expect stronger profits cited reduced costs as the main reason. [SEP] In addition, 37 per cent of executives who expect to make more money cited reduced costs as the main reason.",1
"[CLS] Talabani told him the Governing Council would ""need UN assistance and advice in implementing the new decisions which have been taken."" [SEP] Talabani told him Iraqi leaders would ""need U.N. assistance and advice in implementing the new decisions which have been taken"" on organising an interim Iraqi government by June.",0
"[CLS] Since being drafted into service in 1971, it has racked up a record 45 accidents, with 393 deaths. [SEP] It has a chequered safety record, including 47 accidents that resulted in 668 deaths.",0
"[CLS] Three each came from Africa, Asia and Latin America. [SEP] But 62% of Catholics live in Africa, Asia and Latin America.",0
"[CLS] Resigning along with Brendsel was Vaughn Clarke, the company's executive vice president and chief financial officer. [SEP] Chairman and chief executive Leland Brendsel and Vaughn Clarke, the company's executive vice president and chief financial officer, resigned.",1
"[CLS] Friday's report raised new worries that a weak job market could shackle the budding economic recovery despite a slight improvement in the overall unemployment rate. [SEP] U.S. companies slashed payrolls for a seventh straight month in August, raising new worries that a weak jobs market could shackle the budding economic recovery.",0
"[CLS] ""I'm taking his office, and we're gonna keep on building,'' he vowed. "" [SEP] ""Yes, I'm taking his office and we're going to keep on building and keep on fighting,"" he added.",0
"[CLS] He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law. [SEP] In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.",1
[CLS] Michelle Wie chips Sunday during her 1-up victory over Virada Nirapathpongporn in the 27th U.S. Women's Amateur Public Links Championship. [SEP] Now she has her first trophy after victory in the US Women's Amateur Public Links here on Sunday.,0
"[CLS] From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages. [SEP] Thousands of revellers, celebrating the decision, vowed to push for more legal rights, including same-sex marriages.",1
"[CLS] In his female disguise, the real estate heir used the name Dorothy Ciner, a childhood friend. [SEP] In his female disguise, he used the name Dorothy Ciner, a childhood friend, and rented an apartment in Galveston.",0
"[CLS] In the second quarter, Anadarko now expects volume of 46 million BOE, down from 48 million BOE. [SEP] Production for the second quarter was cut to 46 million barrels from 48 million barrels.",0
"[CLS] The Java Enterprise System bundles a slew of Sun software for a yearly subscription of $100 per employee. [SEP] For instance, the core Java Enterprise System will cost $100 per employee in the US.",0
"[CLS] Roslyn shares gained 82 cents to close at $20.79 yesterday in Nasdaq trading. [SEP] In recent dealings, shares of Roslyn were up 40 cents, or 1.9 percent, to $21.25.",1
"[CLS] Mr. Kerkorian tried unsuccessfully to take over Chrysler in 1995, but did win representation on its board. [SEP] Kerkorian and Tracinda had also tried to take over Chrysler in 1995.",0
"[CLS] This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society. [SEP] This led last month to the recovery of the 600-pound Cancun altar, Vanderbilt University in Nashville and the National Geographic Society announced Wednesday.",1
"[CLS] The magazine glorifies the soldiers but not necessarily the Bush administration, which put them in Iraq. [SEP] The magazine glorifies soldiers but not the Bush administration for putting them in Iraq, calling troops the bright sharp instrument of a blunt policy.",0
[CLS] NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade. [SEP] Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.,1
"[CLS] Charles O. Prince, 53, was named as Mr. Weill's successor. [SEP] Mr. Weill's longtime confidant, Charles O. Prince, 53, was named as his successor.",1
"[CLS] Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform. [SEP] The EU's agriculture representative in Washington said EU ministers were invited but canceled because the union is wrapping up talks on agricultural reform.",1
"[CLS] Morrill's wife, Ellie, sobbed and hugged Bondeson's sister-in-law during the service. [SEP] At the service Morrill's widow, Ellie, sobbed and hugged Bondeson's sister-in-law as people consoled her.",0
"[CLS] State unemployment last month stood at 6.4 percent, down from a revised 6.7 percent in August. [SEP] The statewide unemployment rate fell to 6.4 percent, down from a revised 6.7 percent in August.",1
"[CLS] ""Intel will use this advancement along with other innovations, such as strained silicon and tri-gate transistors, to extend transistor scaling and Moore's Law,"" he added. [SEP] Intel said it will use this advancement along with other innovations, such as strained silicon and tri-gate transistors, to extend transistor scaling and Moore's Law (define).",1
[CLS] The case puts the Supreme Court back into the debate over the separation of church and state. [SEP] The case marks the court's second major separation of church and state case in two years.,1
"[CLS] The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed. [SEP] The Bush administration wants the measure approved by June 3, when the existing oil-for-food program is up for renewal.",1
"[CLS] Powell's rendition of the third conversation made it more incriminating, by saying an officer ordered that the area be ""cleared out."" [SEP] Powell's version made it seem more sinister when he said an officer on the tape ordered that the area be ""cleared out.""",1
"[CLS] Among the most recent additions to the list, which to date includes more than 360 groups and individuals, is Zelimkhan Yandarbiev, the former president of Chechnya. [SEP] The most recent addition to the list, which to date includes 125 names, is Zelimkhan Yandarbiev, the former president of Chechnya.",1
[CLS] It was expected to raise the $90 million McGreevey expected. [SEP] The tax is expected to raise $90 million.,1
"[CLS] ""Biotech products, if anything, may be safer than conventional products because of all the testing,"" Fraley said, adding that 18 countries have adopted biotechnology. [SEP] ""Biotech products, if anything, may be safer than conventional products because of all the testing,"" said Robert Fraley, Monsanto's executive vice president.",0
[CLS] State health officials said today a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals. [SEP] Health officials confirmed today that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.,0
"[CLS] ""This blackout was largely preventable,"" Energy Secretary Spencer Abraham said. [SEP] ""Things go wrong,"" U.S. Energy Secretary Spencer Abraham said Wednesday at the Department of Energy.",0
[CLS] Iran has until the end of the month to satisfy the agency it has no plans for nuclear weapons. [SEP] The Iranians have until the end of the month to answer all the agency's questions about their past nuclear activities.,0
[CLS] But 13 people have been killed since 1900 and hundreds injured. [SEP] Runners are often injured by bulls and 13 have been killed since 1900.,0
"[CLS] The broad Standard & Poor's 500 <.SPX> eased 0.37 of a point, or 0.03 percent, at 1,121. [SEP] The Standard & Poor's 500 Index <.SPX> slipped 0.26 point, or 0.02 percent, to 1,121.96.",1
[CLS] The conservancy helped in the purchase of the land from the Estate of Samuel Mills Damon for $22 million. [SEP] The park service purchased the land from the estate of Samuel Mills Damon for $22 million.,0
"[CLS] Under the agreement, LendingTree shareholders would receive 0.6199 of a USAi share for each share in LendingTree. [SEP] Under the proposed stock for stock transaction, LendingTree shareholders will get 0.6199 shares of USAI common stock for each share of LendingTree common stock.",1
[CLS] Supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores. [SEP] Supporters say those people will gamble and have enough money left over to spend in restaurants and stores.,1
"[CLS] Laotian officials yesterday called on France, the former colonial power, to help the country find an alternative investor to EdF. [SEP] Lao officials on Friday called on France, its former colonial ruler, to help the country find an alternative investor to replace EdF.",1
"[CLS] In version 4.1, a new web-based Distributed Authoring and Versioning interface speeds up the flow of information between workstations and the server. [SEP] Openexchange Server 4.1 includes a web-based distributed authoring and versioning (WebDAV) interface and Outlook connector to speed information flows.",1
"[CLS] The women then had follow-up examinations after five, 12 and 24 years. [SEP] The women had follow-up examinations in 1974-75, 1980-81 and 1992-93, but were not asked about stress again.",0
"[CLS] Law enforcement sources who spoke on condition of anonymity confirmed to The Associated Press that Limbaugh was being investigated by the Palm Beach County state attorney's office. [SEP] Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.",1
"[CLS] ""I had one bad stretch of holes that put me out of contention to win,"" Woods said. [SEP] ""I had one bad stretch of holes that put me out of contention,"" Woods said, referring to his 42 on the front nine Saturday.",0
"[CLS] Muslim guerrillas attacked a town and took hostages yesterday as they withdrew from fighting that killed at least 22 people, military officials said. [SEP] Muslim guerrillas attacked a town and took hostages Sunday as they withdrew from fighting that killed at least three people, the military and rebels said.",1
"[CLS] In its statement, the bank said it believed ""the long-term prospects for the energy sector in the United Kingdom remain attractive."" [SEP] ""We believe the long-term prospects for the energy sector in the UK remain attractive,"" Goldman said.",1
"[CLS] Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV. [SEP] Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network.",1
"[CLS] Thats why the Americans with all their technology cant find him. [SEP] That's why the Americans - with all their technology - can't find him.""",1
"[CLS] Wal-Mart has said it plans to open at least 40 Supercenters in the state in the coming years; analysts expect four or more to be in San Diego County. [SEP] At least 40 of the outlets will be in California, and analysts expect four or more to be in San Diego County.",0
"[CLS] The woman was exposed to the SARS virus while in the hospital but was not a health care worker, said Dr. Colin D’Cunha, Ontario’s commissioner of public health. [SEP] The woman was exposed to the SARS virus while in the hospital but was not a health-care worker, said Dr Colin D'Cunha, Ontario's commissioner of public health.",1
"[CLS] U.N. inspectors later said the documents were old and irrelevant -- some administrative material, some from a failed and well-known uranium-enrichment program of the 1980s. [SEP] They said some of the documents were administrative paper work and some about a failed and well-known uranium-enrichment program of the 1980s.",1
"[CLS] Except for a few archaic characteristics, they are as recognizable as Hamlet's poor Yorick. [SEP] Except for a few archaic characteristics, the skulls are readily recognizable.",1
"[CLS] ""I'm pleased by the fact that we are bringing this to a conclusion,"" he said. [SEP] ""I'm pleased we are bringing it to a conclusion,"" Garton said.",1
"[CLS] The meat, poultry, butter, cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago. [SEP] The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago.",0
"[CLS] Goodyear's third-quarter earnings report, which had been scheduled to be released on Thursday, was postponed until November. [SEP] It canceled its third-quarter earnings announcement, which had been scheduled for this morning.",1
"[CLS] Compared with the same quarter last year, Cisco earned $729 million, or 10 cents a share, on revenue of $4.82 billion. [SEP] Cisco reported earnings of $987 million, or 14 cents a share, on revenue of $4.62 billion for the quarter ending in April.",1
"[CLS] A conviction could bring a maximum penalty of 10 years in prison and a $250,000 fine. [SEP] If convicted, he faces a maximum penalty of 10 years in prison and a $250,000 fine.",1
"[CLS] ""The investigation appears to be focused on certain accounting practices common to the interactive entertainment industry, with specific emphasis on revenue recognition,"" Activision said in an SEC filing. [SEP] According to the company filings, the investigation ""appears to be focused on certain accounting practices common to the interactive entertainment industry, with specific emphasis on revenue recognition.""",1
"[CLS] The computers were located in the United States, Canada, and South Korea. [SEP] The PCs are scattered across the United States, Canada and South Korea.",1
"[CLS] One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania. [SEP] Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.",1
"[CLS] Dotson admitted to FBI agents that he shot Dennehy in the head ""because Patrick had tried to shoot him,"" according to an arrest warrant released Tuesday. [SEP] According to an arrest warrant released Tuesday, Dotson admitted to FBI agents that he shot Dennehy in the head ""because Patrick had tried to shoot him.""",1
"[CLS] Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, are among this year's nominees. [SEP] Shirley Hazzard and Edward P. Jones, both of whom needed more than a decade to complete their current novels, were also among the fiction finalists announced Wednesday.",1
[CLS] That comment undercut his remarks in an interview on Tuesday that the ECB had not exhausted its ammunition for rate cuts. [SEP] His comments diluted remarks reported in an interview on Tuesday saying the ECB had not exhausted its ammunition for rate cuts.,1
"[CLS] It would be cumbersome for restaurants that serve different meals each day, she said. [SEP] It would be especially cumbersome for restaurants that change their menus daily, she said.",1
"[CLS] He said that it would be ''very difficult'' to establish a cause of death. [SEP] Even with time, he said, ""it's going to be very difficult to determine the cause of death.""",1
"[CLS] Mr. Rollins made $721,154 in salary and $243,389 in bonuses in the prior fiscal year. [SEP] Kevin Rollins, Dell's president, received $770,962 in salary and a bonus of just more than $2 million in fiscal 2003.",1
[CLS] Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night. [SEP] Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today.,1
"[CLS] ""He really left us with a smile on his face and no last words,"" daughter Linda Hope said. [SEP] ""He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it,"" she said.",0
"[CLS] Investors were askingwhether other banks, some of which are still being audited, could be dealt with in the same way. [SEP] Other Japanese banks, some of which are still being audited, could face similar scrutiny.",0
[CLS] The family owns Cheetahs strip clubs here and in Las Vegas. [SEP] The searches were conducted simultaneously with raids on strip clubs in San Diego and Las Vegas.,0
"[CLS] The new companies will begin trading on Nasdaq today under the ticker symbols PLMO and PSRC. [SEP] Also as part of the deal, PalmSource stock will begin trading on the NASDAQ stock market Wednesday under the ticker symbol: PSRC.",0
"[CLS] Counties with population declines will be Vermillion, Posey and Madison. [SEP] Vermillion, Posey and Madison County populations will decline.",1
"[CLS] Judge Philpot told Dica: ""There is no evidence of your remorse. [SEP] A judge branded Mohammed Dica's behaviour ""despicable"" and added: ""There is no evidence of your remorse.""",0
"[CLS] Phone calls to Spitzer's office, Citigroup and Goldman Sachs were not immediately returned. [SEP] A message left with Spitzer's office as well as Citigroup and Goldman Sachs were not immediately returned.",1
[CLS] Mr. Brendsel is expected to remain with the Freddie Mac Foundation. [SEP] Freddie expects Brendsel to continue serving as chair of the Freddie Mac Foundation.,1
[CLS] Mayor Mike Bloomberg weighs in former football star William 'The Refrigerator' Perry for the 88th annual Nathan's Famous Fourth of July Hot Dog Eating Contest. [SEP] Ex-Bears star William 'the Refrigerator' Perry competes in the Nathan's Famous Fourth of July Hot Dog Eating Contest Friday.,1
[CLS] The 12-nation currency has risen by 33 percent against the dollar over the past 15 months. [SEP] The euro is up 9 percent against the dollar in the past six weeks.,1
"[CLS] But the new vaccine will not even begin to be tested in people until 2005 and will not be approved for use for several years after that. [SEP] However, the new vaccine won't begin to be tested in people until 2005 and won't be approved for use for several years after that.",1
"[CLS] Peterson was arrested near Torrey Pines Golf Course in La Jolla on April 18, the day DNA testing identified the bodies. [SEP] Peterson, 30, was arrested in La Jolla April 18 after the two bodies were identified through DNA tests.",1
"[CLS] Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote while the independent Dragan Hajdukovic got four percent. [SEP] Miodrag Zivkovic, the leader of the pro-independence opposition Liberal Alliance, came in second with 31 percent of the vote.",0
"[CLS] ""Until this site was reported, the earliest site in Bering land-bridge area was dated at about 11,000 years ago,"" Grayson said. [SEP] ""Until this site was reported, the earliest site in the Bering land bridge area was dated at about 11,000 years ago.""",1
[CLS] Many of the victims of Sunday's attack had been headed out of Iraq for R&R or emergency leave. [SEP] Many of the victims had been headed home for R&R or emergency leave when they were killed.,0
"[CLS] GM, the world's largest automaker, has 115,000 active UAW workers and another 340,000 retirees and spouses. [SEP] They cover more than 300,000 UAW workers and 500,000 retirees and spouses.",0
"[CLS] The council includes 13 Shiites, five Kurds, five Sunnis, one Christian and one Turkoman. [SEP] There are five ethnic Kurds, five Sunni Muslims, a Christian and a Turkoman.",1
"[CLS] The 30-year bond <US30YT=RR> firmed 24/32, taking its yield to 4.18 percent, after hitting another record low of 4.16 percent. [SEP] The 30-year bond US30YT=RR firmed 14/32, taking its yield to 4.19 percent from 4.22 percent.",0
"[CLS] The previous weekend record for an R-rated film was $58 million for ""Hannibal."" [SEP] The previous biggest R rated opening was ""Hannibal's"" $58 million.",1
"[CLS] Music mogul Simon Cowell's latest project, a reality TV dating show called Cupid, airs in the US on Wednesday. [SEP] Music mogul Simon Cowell's new TV dating show has made its debut in the US.",1
"[CLS] The technology-laced Nasdaq Composite Index .IXIC was down 25.36 points, or 1.53 percent, at 1,628.26. [SEP] The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.",0
"[CLS] All along, we were basing our decisions on the best information that we had at the time,"" she said. [SEP] She insisted that throughout the mission, managers ""were basing our decisions on the best information that we had at the time.""",1
"[CLS] ""We've got quality players,"" said Pirates manager Lloyd McClendon. [SEP] There was some counterpunching out there, Manager Lloyd McClendon said.",0
"[CLS] In the total external disk storage system market, revenue increased 1.5 percent year over year in the third quarter, to $3.2 billion. [SEP] In the total external disk storage system market, McArthur said revenue increased 1.5 percent year-over-year in Q3 to $3.2 billion.",1
"[CLS] On Wednesday, a man was shot near Kut as he tried to run over two marines at a checkpoint. [SEP] On Wednesday, the Marines shot an attacker near the town of Al-Kut as he tried to run over two Marines at a checkpoint.",1
"[CLS] Quattrone's action, prosecutors argue, amounted to criminal obstruction of justice. [SEP] Quattrone, 47, is charged with obstruction of justice and witness tampering.",1
"[CLS] They looked at their son-in-law and his relatives, but did not exchange words. [SEP] She looked at her son-in-law and his relatives at times, but the two sides did not exchange words.",1
"[CLS] But none of them opposed the idea outright, ministers said. [SEP] But none of the ministers opposed Mr. Powell's suggestion outright on Thursday, the ministers said.",1
"[CLS] ""As a professional,"" he added, ""I think I'd like to be thought of as a good storyteller. [SEP] ""As a professional, I'd like to be thought of as a storyteller.""",1
"[CLS] According to the Merchant Marine Ministry, the 37-year-old ship is registered to Alpha Shipping Inc. based in the Pacific Ocean nation of Marshall Islands. [SEP] The Baltic Sky is a 37-year-old ship registered to Alpha Shipping Inc. based in the Pacific Ocean nation of Marshall Islands.",1
"[CLS] The matriarch - who celebrates her 81st birthday next month - was yesterday thanked for her generosity by model and actor Sarah O'Hare, the National Breast Cancer Foundation patron. [SEP] The matriarch, who celebrates her 81st birthday next month, was thanked personally yesterday for her generosity by actress Sarah O'Hare, National Breast Cancer Foundation patron.",1
"[CLS] Veritas will also expand its storage resource management (SRM) suite with the Precise StorageCentral software, focused on file and quota management in Windows environments. [SEP] The first product, StorageCentral, is entry-level storage resource management (SRM) software focused on file and quota management in Windows environments.",1
"[CLS] Suspected rebels also blew up an oil pipeline in north-east Colombia. [SEP] Also Sunday, suspected rebels dynamited an oil pipeline in northeast Colombia.",1
"[CLS] The broader Standard & Poor's 500 Index .SPX shed 1.8 points, or 0.18 percent, to 991. [SEP] The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points, or 1.39 percent, at 1,739.87.",0
"[CLS] A demolitions expert for JI, al-Ghozi was arrested in Manila in January 2002. [SEP] Al-Ghozi was arrested in Manila in January 2002 while on a mission to buy explosives for bombing targets in Singapore.",0
"[CLS] The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen. [SEP] The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.",0
"[CLS] ""New Yorkers didn't embrace these units like they could have,"" said Matthew Daus, chairman of the commission. [SEP] ""New Yorkers didn't embrace these units like they could have,"" Matthew W. Daus, the commission's chairman, said yesterday.",1
[CLS] Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple whose children move back home after college. [SEP] Happy Family has ex-Night Court star Larroquette and Christine Baranski as a couple with grown children who won't leave their lives.,1
"[CLS] The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided. [SEP] One month ago in the same poll, Katz was leading 46 to 40 percent.",0
"[CLS] About 18 percent of men taking finasteride developed prostate cancer, compared with 24 percent on placebo. [SEP] They found that 6.4 percent of men on finasteride had high-grade tumors, compared to 5.1 percent taking a placebo.",1
"[CLS] Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field. [SEP] Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning.",0
[CLS] The calculation shows that the number of deaths from pneumonia and influenza have exceeded the usual number for recent weeks. [SEP] One is a statistical calculation based on the number of deaths from pneumonia and influenza in 122 cities.,0
"[CLS] A senior Whitehall official said: ""It devalued the currency, there is no question about that. [SEP] A senior Whitehall official said recently: ""It devalued the currency, there is no question about that . . . It was a monumental cock-up.""",0
"[CLS] In an editorial in the journal, two breast-cancer researchers said hormones' effect on the breast created a double-whammy that is ""almost unique"" in medicine. [SEP] In an accompanying editorial, two breast cancer researchers said that the effect of hormones on the breast created a double whammy that was ""almost unique"" in medicine.",1
"[CLS] The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals, bishops, and many elite from Italian society, witnesses said. [SEP] The broadside came during the recording on Saturday night of a Christmas concert attended by top Vatican cardinals, bishops and many elite of Italian society, witnesses said.",1
"[CLS] Responding later, Edward Skyler, a spokesman for the mayor, said, ""The comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts. [SEP] Jordan Barowitz, a spokesman for Republican Mayor Michael Bloomberg said: ""The Comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts.""",0
"[CLS] IDEC shareholders would own 50.5 percent of the stock of the combined company, and Biogen shareholders the remaining 49.5 percent. [SEP] The companies said Idec holders would own about 50.5 percent of the stock of the combined company.",0
[CLS] Xerox itself paid a $10 million fine last year to settle similar SEC charges. [SEP] Xerox itself previously paid a $10-million penalty to settle the SEC accusations.,1
[CLS] You can reach George Hunter at (313) 222-2027 or ghunter@detnews.com. [SEP] Reach her at (248) 647-7221 or email lberman@detnews.com.,0
[CLS] The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks. [SEP] The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.,1
"[CLS] Small-business customers paying $1,200 to $3,200 a year could save $60 to $120. [SEP] Small-business customers paying between $1,200 and $3,200 a year would save between $60 and $120 per year, the commission estimated.",1
"[CLS] The government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites on Sunday in a loosely coordinated ""contest"" that could disrupt Internet traffic. [SEP] THE US government and private technology experts have warned that hackers plan to attack thousands of websites on Sunday in a loosely co-ordinated ""contest"" that could disrupt Internet traffic.",1
"[CLS] ""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque. [SEP] ""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.",1
"[CLS] The technology-laced Nasdaq Composite Index <.IXIC> was up 7.42 points, or 0.45 percent, at 1,653.44. [SEP] The broader Standard & Poor's 500 Index .SPX was 0.46 points lower, or 0.05 percent, at 997.02.",0
"[CLS] In early afternoon trading, the Dow Jones industrial average was down 18.42, or 0.2 percent, at 8,569.94. [SEP] Since sinking to 2003 lows in early March, the Dow Jones industrial average has rallied 13.8%.",0
"[CLS] For the full 12-month period ending June 30, advanced services lines of all technology types increased by 56 percent. [SEP] For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.",1
"[CLS] Cox said state police would still help his office in the investigation, but Sturdivant would not be involved. [SEP] On Friday, authorities had said the state police would head the investigation.",0
"[CLS] Garner said the group would probably be expanded to include, for example, a Christian and perhaps another Sunni leader. [SEP] The group has already met several times and Gen. Garner said it probably will be expanded to include a Christian and perhaps another Sunni Muslim leader.",0
